,album,artists,duration_ms,explicit,href,id,name,popularity,preview_url,track_number,type,uri,acousticness,analysis_url,danceability,duration_ms,energy,id,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,track_href,type,uri,valence
35,Solaris EP,"Mind Against, aether",365480,False,https://api.spotify.com/v1/tracks/6AXUbT2OLpXFQpbBYRfr3m,6AXUbT2OLpXFQpbBYRfr3m,Solaris,35,https://p.scdn.co/mp3-preview/ced3f28de5d94dad39d3f4b05a9c555637d37140?cid=452833d434b043269289f61fa9bfbf09,1,track,spotify:track:6AXUbT2OLpXFQpbBYRfr3m,0.0653,https://api.spotify.com/v1/audio-analysis/6AXUbT2OLpXFQpbBYRfr3m,0.617,365480,0.555,6AXUbT2OLpXFQpbBYRfr3m,0.89,1,0.104,-12.555,1,0.0388,125.0,4,https://api.spotify.com/v1/tracks/6AXUbT2OLpXFQpbBYRfr3m,audio_features,spotify:track:6AXUbT2OLpXFQpbBYRfr3m,0.121
36,Four to the Floor 08,"Brigado Crew, Crisstiano",490395,False,https://api.spotify.com/v1/tracks/3MVHMYlg4JUTMw8XlZgoFb,3MVHMYlg4JUTMw8XlZgoFb,Zulu,38,https://p.scdn.co/mp3-preview/af7b6ef955134ef59403227e2c609573b2625bdb?cid=452833d434b043269289f61fa9bfbf09,1,track,spotify:track:3MVHMYlg4JUTMw8XlZgoFb,0.0182,https://api.spotify.com/v1/audio-analysis/3MVHMYlg4JUTMw8XlZgoFb,0.871,490396,0.719,3MVHMYlg4JUTMw8XlZgoFb,0.887,4,0.099,-10.848,0,0.0644,122.005,4,https://api.spotify.com/v1/tracks/3MVHMYlg4JUTMw8XlZgoFb,audio_features,spotify:track:3MVHMYlg4JUTMw8XlZgoFb,0.393
37,The Touch,Rampa,403200,False,https://api.spotify.com/v1/tracks/4R1AbCs2wEu4e6j7FB7sRZ,4R1AbCs2wEu4e6j7FB7sRZ,The Touch,33,https://p.scdn.co/mp3-preview/70bc3003fc45f66140c6618163e6d0602ce8770a?cid=452833d434b043269289f61fa9bfbf09,1,track,spotify:track:4R1AbCs2wEu4e6j7FB7sRZ,0.333,https://api.spotify.com/v1/audio-analysis/4R1AbCs2wEu4e6j7FB7sRZ,0.768,403200,0.539,4R1AbCs2wEu4e6j7FB7sRZ,0.892,5,0.109,-13.808,1,0.0407,125.022,4,https://api.spotify.com/v1/tracks/4R1AbCs2wEu4e6j7FB7sRZ,audio_features,spotify:track:4R1AbCs2wEu4e6j7FB7sRZ,0.0354
38,Running Hot EP,Aera,365099,False,https://api.spotify.com/v1/tracks/5foLxwaC1yXWKK9w8QKJBn,5foLxwaC1yXWKK9w8QKJBn,Running Hot,35,https://p.scdn.co/mp3-preview/36360969b9d83907b69e90c1357943ee8021b182?cid=452833d434b043269289f61fa9bfbf09,1,track,spotify:track:5foLxwaC1yXWKK9w8QKJBn,0.00328,https://api.spotify.com/v1/audio-analysis/5foLxwaC1yXWKK9w8QKJBn,0.72,365100,0.877,5foLxwaC1yXWKK9w8QKJBn,0.879,8,0.0676,-10.373,1,0.0458,115.719,5,https://api.spotify.com/v1/tracks/5foLxwaC1yXWKK9w8QKJBn,audio_features,spotify:track:5foLxwaC1yXWKK9w8QKJBn,0.454
39,For Eternity,"Armen Miran, Love Over Entropy",427019,False,https://api.spotify.com/v1/tracks/4PUQS0BErc1UgfSIhHtqcW,4PUQS0BErc1UgfSIhHtqcW,For Eternity (Love Over Entropy Remix),29,https://p.scdn.co/mp3-preview/e4722ed3522b210c13717e69697fc42f5a05d760?cid=452833d434b043269289f61fa9bfbf09,4,track,spotify:track:4PUQS0BErc1UgfSIhHtqcW,0.016,https://api.spotify.com/v1/audio-analysis/4PUQS0BErc1UgfSIhHtqcW,0.71,427019,0.715,4PUQS0BErc1UgfSIhHtqcW,0.844,4,0.101,-12.427,0,0.0449,115.995,4,https://api.spotify.com/v1/tracks/4PUQS0BErc1UgfSIhHtqcW,audio_features,spotify:track:4PUQS0BErc1UgfSIhHtqcW,0.223
40,Who You Are,KAASI,451764,False,https://api.spotify.com/v1/tracks/1rW7vgnP0Ceg9ic9GS1DnO,1rW7vgnP0Ceg9ic9GS1DnO,Who You Are,44,https://p.scdn.co/mp3-preview/49262a623af829f99e96268463aa56c5a02f5f47?cid=452833d434b043269289f61fa9bfbf09,1,track,spotify:track:1rW7vgnP0Ceg9ic9GS1DnO,0.328,https://api.spotify.com/v1/audio-analysis/1rW7vgnP0Ceg9ic9GS1DnO,0.784,451765,0.401,1rW7vgnP0Ceg9ic9GS1DnO,0.344,1,0.134,-12.335,1,0.0766,119.025,4,https://api.spotify.com/v1/tracks/1rW7vgnP0Ceg9ic9GS1DnO,audio_features,spotify:track:1rW7vgnP0Ceg9ic9GS1DnO,0.202
41,Mangroove,Isolée,465538,False,https://api.spotify.com/v1/tracks/2vDJo6ZQxaFq5LGRpB4Ehi,2vDJo6ZQxaFq5LGRpB4Ehi,Pisco,46,https://p.scdn.co/mp3-preview/7a9f5bd56a2ecae5239a14cfcd08d12bd5f923dd?cid=452833d434b043269289f61fa9bfbf09,1,track,spotify:track:2vDJo6ZQxaFq5LGRpB4Ehi,0.00671,https://api.spotify.com/v1/audio-analysis/2vDJo6ZQxaFq5LGRpB4Ehi,0.801,465538,0.826,2vDJo6ZQxaFq5LGRpB4Ehi,0.903,10,0.0767,-10.808,0,0.0443,120.02,4,https://api.spotify.com/v1/tracks/2vDJo6ZQxaFq5LGRpB4Ehi,audio_features,spotify:track:2vDJo6ZQxaFq5LGRpB4Ehi,0.501
42,The Mule EP,Human Machine,552886,False,https://api.spotify.com/v1/tracks/4Rku2AG9dWtoEnDfg0vbmg,4Rku2AG9dWtoEnDfg0vbmg,The Mule,31,https://p.scdn.co/mp3-preview/27607efdd782b003a238dd4ea512e0693c932eb0?cid=452833d434b043269289f61fa9bfbf09,1,track,spotify:track:4Rku2AG9dWtoEnDfg0vbmg,0.0163,https://api.spotify.com/v1/audio-analysis/4Rku2AG9dWtoEnDfg0vbmg,0.777,552887,0.743,4Rku2AG9dWtoEnDfg0vbmg,0.938,10,0.107,-10.666,0,0.0651,122.007,4,https://api.spotify.com/v1/tracks/4Rku2AG9dWtoEnDfg0vbmg,audio_features,spotify:track:4Rku2AG9dWtoEnDfg0vbmg,0.669
43,Hushle,"Hanne & Lore, Bebetta",382934,False,https://api.spotify.com/v1/tracks/6E5ubTPMIcS9m248Aj07k4,6E5ubTPMIcS9m248Aj07k4,Hushle - Bebetta Remix,28,https://p.scdn.co/mp3-preview/7c34ffbfcdea6c0c8cc1290c786e49abbd133e45?cid=452833d434b043269289f61fa9bfbf09,2,track,spotify:track:6E5ubTPMIcS9m248Aj07k4,0.0125,https://api.spotify.com/v1/audio-analysis/6E5ubTPMIcS9m248Aj07k4,0.844,382935,0.737,6E5ubTPMIcS9m248Aj07k4,0.803,10,0.0627,-7.85,0,0.131,121.008,4,https://api.spotify.com/v1/tracks/6E5ubTPMIcS9m248Aj07k4,audio_features,spotify:track:6E5ubTPMIcS9m248Aj07k4,0.276
44,Flow,Dp-6,527464,False,https://api.spotify.com/v1/tracks/5YoXZDoybXhQaHWZOLozhZ,5YoXZDoybXhQaHWZOLozhZ,Flow,28,https://p.scdn.co/mp3-preview/f270736ddfc320ad1fcf4183f3e98db98606f970?cid=452833d434b043269289f61fa9bfbf09,1,track,spotify:track:5YoXZDoybXhQaHWZOLozhZ,0.00989,https://api.spotify.com/v1/audio-analysis/5YoXZDoybXhQaHWZOLozhZ,0.813,527465,0.538,5YoXZDoybXhQaHWZOLozhZ,0.894,4,0.105,-13.221,0,0.062,124.006,4,https://api.spotify.com/v1/tracks/5YoXZDoybXhQaHWZOLozhZ,audio_features,spotify:track:5YoXZDoybXhQaHWZOLozhZ,0.562
45,Kellerkind - Fideles,"Kellerkind, Sven",417200,False,https://api.spotify.com/v1/tracks/7MaR5KkmUM6nOBXY7R6Cdx,7MaR5KkmUM6nOBXY7R6Cdx,Shakti Pan (feat. Sven),47,https://p.scdn.co/mp3-preview/59b8ccdffe52465817a103b63986e000cf2539b0?cid=452833d434b043269289f61fa9bfbf09,6,track,spotify:track:7MaR5KkmUM6nOBXY7R6Cdx,0.00596,https://api.spotify.com/v1/audio-analysis/7MaR5KkmUM6nOBXY7R6Cdx,0.714,417201,0.828,7MaR5KkmUM6nOBXY7R6Cdx,0.857,8,0.0663,-8.407,0,0.0426,121.004,4,https://api.spotify.com/v1/tracks/7MaR5KkmUM6nOBXY7R6Cdx,audio_features,spotify:track:7MaR5KkmUM6nOBXY7R6Cdx,0.275
46,The Story About You,Moomin,365506,False,https://api.spotify.com/v1/tracks/3LcknqF77tB6aujEAEVjX2,3LcknqF77tB6aujEAEVjX2,Doobies - Original Mix,36,https://p.scdn.co/mp3-preview/d9bd4c33c850b1406e2c3f213874bfa1114fa42a?cid=452833d434b043269289f61fa9bfbf09,1,track,spotify:track:3LcknqF77tB6aujEAEVjX2,0.0174,https://api.spotify.com/v1/audio-analysis/3LcknqF77tB6aujEAEVjX2,0.69,365507,0.475,3LcknqF77tB6aujEAEVjX2,0.00145,11,0.343,-12.872,0,0.0474,119.011,4,https://api.spotify.com/v1/tracks/3LcknqF77tB6aujEAEVjX2,audio_features,spotify:track:3LcknqF77tB6aujEAEVjX2,0.154
47,Les jours paresseux - part un,Fred Everything,349130,False,https://api.spotify.com/v1/tracks/1cSpFAYDTVByFxsOxhHLlL,1cSpFAYDTVByFxsOxhHLlL,Someone Like You - Original Mix,38,https://p.scdn.co/mp3-preview/2babc20c7d2264a9b91beb78d488dfac90e243ba?cid=452833d434b043269289f61fa9bfbf09,1,track,spotify:track:1cSpFAYDTVByFxsOxhHLlL,1.77e-05,https://api.spotify.com/v1/audio-analysis/1cSpFAYDTVByFxsOxhHLlL,0.757,349130,0.829,1cSpFAYDTVByFxsOxhHLlL,0.88,6,0.453,-10.178,0,0.0499,120.002,4,https://api.spotify.com/v1/tracks/1cSpFAYDTVByFxsOxhHLlL,audio_features,spotify:track:1cSpFAYDTVByFxsOxhHLlL,0.32
48,One EP,"Few Nolder, Karl Friedrich",435613,False,https://api.spotify.com/v1/tracks/7DYiXlPqusWb76Yjn3HISX,7DYiXlPqusWb76Yjn3HISX,One - Karl Friedrich Remix,30,https://p.scdn.co/mp3-preview/0322cb9b6fdc54dec9f31b43f68409d63da81c86?cid=452833d434b043269289f61fa9bfbf09,4,track,spotify:track:7DYiXlPqusWb76Yjn3HISX,0.0233,https://api.spotify.com/v1/audio-analysis/7DYiXlPqusWb76Yjn3HISX,0.716,435614,0.697,7DYiXlPqusWb76Yjn3HISX,0.834,7,0.115,-10.917,1,0.0505,123.99,4,https://api.spotify.com/v1/tracks/7DYiXlPqusWb76Yjn3HISX,audio_features,spotify:track:7DYiXlPqusWb76Yjn3HISX,0.0697
49,My Love,Compuphonic,350023,False,https://api.spotify.com/v1/tracks/7lThKz6CQMfz50qGZLmj8L,7lThKz6CQMfz50qGZLmj8L,Dolce,51,https://p.scdn.co/mp3-preview/52dfc98229ae97cf46b24b8f8b65b9a9cad3d390?cid=452833d434b043269289f61fa9bfbf09,3,track,spotify:track:7lThKz6CQMfz50qGZLmj8L,0.557,https://api.spotify.com/v1/audio-analysis/7lThKz6CQMfz50qGZLmj8L,0.775,350023,0.488,7lThKz6CQMfz50qGZLmj8L,0.809,5,0.12,-10.839,0,0.036,117.983,4,https://api.spotify.com/v1/tracks/7lThKz6CQMfz50qGZLmj8L,audio_features,spotify:track:7lThKz6CQMfz50qGZLmj8L,0.397
50,Seconds of Light,Pablo Bolivar,393215,False,https://api.spotify.com/v1/tracks/0RqepMoZlBKhSJX0BZvjJc,0RqepMoZlBKhSJX0BZvjJc,Seconds of Light,29,https://p.scdn.co/mp3-preview/6f14d17288b069f1ccbd936e95dac56d42e7a96d?cid=452833d434b043269289f61fa9bfbf09,1,track,spotify:track:0RqepMoZlBKhSJX0BZvjJc,0.000526,https://api.spotify.com/v1/audio-analysis/0RqepMoZlBKhSJX0BZvjJc,0.803,393216,0.651,0RqepMoZlBKhSJX0BZvjJc,0.867,4,0.0802,-8.599,0,0.0683,119.996,4,https://api.spotify.com/v1/tracks/0RqepMoZlBKhSJX0BZvjJc,audio_features,spotify:track:0RqepMoZlBKhSJX0BZvjJc,0.708
51,Maximum Joy Part 2,Kemback,344258,False,https://api.spotify.com/v1/tracks/5WZD4aZbU5KwGPzEs9Zu6A,5WZD4aZbU5KwGPzEs9Zu6A,Awaken,28,https://p.scdn.co/mp3-preview/3b925084264e0a614147d5e02f8f74d03579413c?cid=452833d434b043269289f61fa9bfbf09,2,track,spotify:track:5WZD4aZbU5KwGPzEs9Zu6A,0.000394,https://api.spotify.com/v1/audio-analysis/5WZD4aZbU5KwGPzEs9Zu6A,0.805,344259,0.87,5WZD4aZbU5KwGPzEs9Zu6A,0.755,6,0.11,-8.656,1,0.0342,114.0,4,https://api.spotify.com/v1/tracks/5WZD4aZbU5KwGPzEs9Zu6A,audio_features,spotify:track:5WZD4aZbU5KwGPzEs9Zu6A,0.854
52,Moorthon EP,Frank Wiedemann,535933,False,https://api.spotify.com/v1/tracks/5DMwA0QNdTiQIfwnCck8uW,5DMwA0QNdTiQIfwnCck8uW,Moorthon II,31,https://p.scdn.co/mp3-preview/b10c30792e106fdaf462a7ce4a50c9e4c6f8038f?cid=452833d434b043269289f61fa9bfbf09,1,track,spotify:track:5DMwA0QNdTiQIfwnCck8uW,0.00436,https://api.spotify.com/v1/audio-analysis/5DMwA0QNdTiQIfwnCck8uW,0.742,535933,0.931,5DMwA0QNdTiQIfwnCck8uW,0.898,4,0.183,-9.561,0,0.0418,123.509,4,https://api.spotify.com/v1/tracks/5DMwA0QNdTiQIfwnCck8uW,audio_features,spotify:track:5DMwA0QNdTiQIfwnCck8uW,0.161
53,Forbidden,Neil Quigley,420000,False,https://api.spotify.com/v1/tracks/3zHdvkPiCg71qAnG52pHIt,3zHdvkPiCg71qAnG52pHIt,Look Closer,28,https://p.scdn.co/mp3-preview/854db5541631a17126a58bf0412711f562da69f6?cid=452833d434b043269289f61fa9bfbf09,3,track,spotify:track:3zHdvkPiCg71qAnG52pHIt,6.58e-06,https://api.spotify.com/v1/audio-analysis/3zHdvkPiCg71qAnG52pHIt,0.804,420000,0.795,3zHdvkPiCg71qAnG52pHIt,0.907,2,0.0652,-11.884,1,0.0565,115.001,4,https://api.spotify.com/v1/tracks/3zHdvkPiCg71qAnG52pHIt,audio_features,spotify:track:3zHdvkPiCg71qAnG52pHIt,0.223
55,Life Index,Maceo Plex,436363,False,https://api.spotify.com/v1/tracks/3Bz8uankAjdjbYwXyOxYS7,3Bz8uankAjdjbYwXyOxYS7,The Feelin',3,,3,track,spotify:track:3Bz8uankAjdjbYwXyOxYS7,0.000854,https://api.spotify.com/v1/audio-analysis/3Bz8uankAjdjbYwXyOxYS7,0.899,436364,0.467,3Bz8uankAjdjbYwXyOxYS7,0.0286,7,0.0615,-10.175,1,0.132,124.996,4,https://api.spotify.com/v1/tracks/3Bz8uankAjdjbYwXyOxYS7,audio_features,spotify:track:3Bz8uankAjdjbYwXyOxYS7,0.313
57,Music On EP,"James Dexter, Chris Stussy",509340,False,https://api.spotify.com/v1/tracks/640YdbqkE4UriiITaGAZjG,640YdbqkE4UriiITaGAZjG,Music On,25,https://p.scdn.co/mp3-preview/d57696ca689bafbbb9abd7f144a67e44229189c5?cid=452833d434b043269289f61fa9bfbf09,1,track,spotify:track:640YdbqkE4UriiITaGAZjG,0.000754,https://api.spotify.com/v1/audio-analysis/640YdbqkE4UriiITaGAZjG,0.824,509340,0.686,640YdbqkE4UriiITaGAZjG,0.314,6,0.0912,-9.322,0,0.0512,120.978,4,https://api.spotify.com/v1/tracks/640YdbqkE4UriiITaGAZjG,audio_features,spotify:track:640YdbqkE4UriiITaGAZjG,0.779
58,Just Escape,"Justin Martin, Escape",372019,False,https://api.spotify.com/v1/tracks/16IUsLDKVsxzzKq0KSgWbS,16IUsLDKVsxzzKq0KSgWbS,Just Escape - Justin Martin Remix,3,,3,track,spotify:track:16IUsLDKVsxzzKq0KSgWbS,0.013,https://api.spotify.com/v1/audio-analysis/16IUsLDKVsxzzKq0KSgWbS,0.872,372019,0.776,16IUsLDKVsxzzKq0KSgWbS,0.119,11,0.155,-6.245,0,0.0701,120.001,4,https://api.spotify.com/v1/tracks/16IUsLDKVsxzzKq0KSgWbS,audio_features,spotify:track:16IUsLDKVsxzzKq0KSgWbS,0.785
61,Last Call EP,"Alex Kennon, Karmon",428360,False,https://api.spotify.com/v1/tracks/7tKQhWW0S8GLHxzCsoMuHr,7tKQhWW0S8GLHxzCsoMuHr,Last Call - Karmon Remix,31,https://p.scdn.co/mp3-preview/46329d13fb36d1dcb3d4eef4c80b5cb0e0be35eb?cid=452833d434b043269289f61fa9bfbf09,2,track,spotify:track:7tKQhWW0S8GLHxzCsoMuHr,0.0406,https://api.spotify.com/v1/audio-analysis/7tKQhWW0S8GLHxzCsoMuHr,0.807,428361,0.75,7tKQhWW0S8GLHxzCsoMuHr,0.919,8,0.0693,-11.441,1,0.0628,122.0,4,https://api.spotify.com/v1/tracks/7tKQhWW0S8GLHxzCsoMuHr,audio_features,spotify:track:7tKQhWW0S8GLHxzCsoMuHr,0.0356
62,Don't Come Home EP,"Gavin Froome, Golden Ears",444495,False,https://api.spotify.com/v1/tracks/0of84bemU8GetwxbkgY114,0of84bemU8GetwxbkgY114,Don't Come Home - The Revenge Remix,47,https://p.scdn.co/mp3-preview/8b14530e343455642e3fdf2684b12b84eb86a712?cid=452833d434b043269289f61fa9bfbf09,2,track,spotify:track:0of84bemU8GetwxbkgY114,0.131,https://api.spotify.com/v1/audio-analysis/0of84bemU8GetwxbkgY114,0.804,444495,0.756,0of84bemU8GetwxbkgY114,0.717,10,0.0665,-9.344,1,0.0619,117.009,4,https://api.spotify.com/v1/tracks/0of84bemU8GetwxbkgY114,audio_features,spotify:track:0of84bemU8GetwxbkgY114,0.237
63,Dödskallar Och Korallrev,Shakarchi & Stranéus,370897,False,https://api.spotify.com/v1/tracks/7aIIEZi4zigYSc5W4xP2tX,7aIIEZi4zigYSc5W4xP2tX,Mogadishu - Original Mix,34,https://p.scdn.co/mp3-preview/b534e21fb60b224e19480bed60343b897fc5c0d3?cid=452833d434b043269289f61fa9bfbf09,1,track,spotify:track:7aIIEZi4zigYSc5W4xP2tX,0.000239,https://api.spotify.com/v1/audio-analysis/7aIIEZi4zigYSc5W4xP2tX,0.845,370897,0.716,7aIIEZi4zigYSc5W4xP2tX,0.768,7,0.0952,-8.161,0,0.0397,119.986,4,https://api.spotify.com/v1/tracks/7aIIEZi4zigYSc5W4xP2tX,audio_features,spotify:track:7aIIEZi4zigYSc5W4xP2tX,0.65
64,3000,Pattern Drama,481874,False,https://api.spotify.com/v1/tracks/6SJn6nuaDiOl3HIq3fNC1X,6SJn6nuaDiOl3HIq3fNC1X,Do to Me,28,https://p.scdn.co/mp3-preview/74f224d8677de5d18f177859f804724ce42ae88b?cid=452833d434b043269289f61fa9bfbf09,1,track,spotify:track:6SJn6nuaDiOl3HIq3fNC1X,0.00409,https://api.spotify.com/v1/audio-analysis/6SJn6nuaDiOl3HIq3fNC1X,0.81,481875,0.667,6SJn6nuaDiOl3HIq3fNC1X,0.87,6,0.0634,-9.703,1,0.074,119.993,4,https://api.spotify.com/v1/tracks/6SJn6nuaDiOl3HIq3fNC1X,audio_features,spotify:track:6SJn6nuaDiOl3HIq3fNC1X,0.594
65,Acamar EP,"Frankey, Sandrino",500549,False,https://api.spotify.com/v1/tracks/2o9fz1ALwGI65oMzueYMUI,2o9fz1ALwGI65oMzueYMUI,Acamar,45,https://p.scdn.co/mp3-preview/186f63876b8759c4928ce2a92f5320a4f20fe351?cid=452833d434b043269289f61fa9bfbf09,1,track,spotify:track:2o9fz1ALwGI65oMzueYMUI,0.00212,https://api.spotify.com/v1/audio-analysis/2o9fz1ALwGI65oMzueYMUI,0.777,500550,0.739,2o9fz1ALwGI65oMzueYMUI,0.868,9,0.109,-9.089,1,0.039,119.992,4,https://api.spotify.com/v1/tracks/2o9fz1ALwGI65oMzueYMUI,audio_features,spotify:track:2o9fz1ALwGI65oMzueYMUI,0.201
66,Complex,"Jonas Rathsman, Josef Salvat, Serge Devant",493552,False,https://api.spotify.com/v1/tracks/0PSi9oaFxlfnb7wYwXnu2t,0PSi9oaFxlfnb7wYwXnu2t,Complex - Serge Devant Remix,2,,3,track,spotify:track:0PSi9oaFxlfnb7wYwXnu2t,2.67e-05,https://api.spotify.com/v1/audio-analysis/0PSi9oaFxlfnb7wYwXnu2t,0.808,493553,0.627,0PSi9oaFxlfnb7wYwXnu2t,0.682,6,0.0655,-11.113,0,0.0483,122.01,4,https://api.spotify.com/v1/tracks/0PSi9oaFxlfnb7wYwXnu2t,audio_features,spotify:track:0PSi9oaFxlfnb7wYwXnu2t,0.0596
67,Mami Wata EP,"Hyenah, Nonku",463871,False,https://api.spotify.com/v1/tracks/5JQOYelqf9Dou21Nr0ggXk,5JQOYelqf9Dou21Nr0ggXk,Soak It,29,https://p.scdn.co/mp3-preview/a178356104ca37de57ef92407237f3bfae1bdd83?cid=452833d434b043269289f61fa9bfbf09,2,track,spotify:track:5JQOYelqf9Dou21Nr0ggXk,0.000163,https://api.spotify.com/v1/audio-analysis/5JQOYelqf9Dou21Nr0ggXk,0.802,463871,0.614,5JQOYelqf9Dou21Nr0ggXk,0.899,7,0.0769,-9.239,1,0.0747,122.025,4,https://api.spotify.com/v1/tracks/5JQOYelqf9Dou21Nr0ggXk,audio_features,spotify:track:5JQOYelqf9Dou21Nr0ggXk,0.17
68,Talespin EP,Jeremy Olander,532725,False,https://api.spotify.com/v1/tracks/3xONR6I5QGWYD3mTJG1q9V,3xONR6I5QGWYD3mTJG1q9V,Panorama - Original Mix,46,https://p.scdn.co/mp3-preview/3d2cc3b7788c6df8e5504c5ee79988365026758a?cid=452833d434b043269289f61fa9bfbf09,2,track,spotify:track:3xONR6I5QGWYD3mTJG1q9V,0.00156,https://api.spotify.com/v1/audio-analysis/3xONR6I5QGWYD3mTJG1q9V,0.78,532726,0.861,3xONR6I5QGWYD3mTJG1q9V,0.849,5,0.157,-8.826,0,0.0393,123.015,4,https://api.spotify.com/v1/tracks/3xONR6I5QGWYD3mTJG1q9V,audio_features,spotify:track:3xONR6I5QGWYD3mTJG1q9V,0.375
69,Sparta,Ten Walls,355122,False,https://api.spotify.com/v1/tracks/73Z2ZIL6IJPTAQyLZK5C5V,73Z2ZIL6IJPTAQyLZK5C5V,Sparta - Original Mix,53,https://p.scdn.co/mp3-preview/fded0ce1b937fad76a6cb37eb19cd6d73e70c0ef?cid=452833d434b043269289f61fa9bfbf09,1,track,spotify:track:73Z2ZIL6IJPTAQyLZK5C5V,0.000976,https://api.spotify.com/v1/audio-analysis/73Z2ZIL6IJPTAQyLZK5C5V,0.676,355122,0.729,73Z2ZIL6IJPTAQyLZK5C5V,0.889,5,0.0349,-10.928,0,0.0367,120.001,3,https://api.spotify.com/v1/tracks/73Z2ZIL6IJPTAQyLZK5C5V,audio_features,spotify:track:73Z2ZIL6IJPTAQyLZK5C5V,0.776
70,Ritual,"Rauschhaus, David Baader",429865,False,https://api.spotify.com/v1/tracks/25bVDGhgVDhiOO1uaP60uv,25bVDGhgVDhiOO1uaP60uv,Revelation,28,https://p.scdn.co/mp3-preview/9a76190fcc02530c757494e2bf7f7dd73fc211d5?cid=452833d434b043269289f61fa9bfbf09,3,track,spotify:track:25bVDGhgVDhiOO1uaP60uv,0.0261,https://api.spotify.com/v1/audio-analysis/25bVDGhgVDhiOO1uaP60uv,0.759,429865,0.556,25bVDGhgVDhiOO1uaP60uv,0.876,7,0.108,-11.434,1,0.0456,121.009,4,https://api.spotify.com/v1/tracks/25bVDGhgVDhiOO1uaP60uv,audio_features,spotify:track:25bVDGhgVDhiOO1uaP60uv,0.217
71,Aurora,"John Monkman, Pete Tong",458979,False,https://api.spotify.com/v1/tracks/0qrak3LOoUwG3LJxQVjgqI,0qrak3LOoUwG3LJxQVjgqI,AURORA - Original Mix,34,https://p.scdn.co/mp3-preview/e21d46ba510914ccd0618601f84c4dcce62285df?cid=452833d434b043269289f61fa9bfbf09,1,track,spotify:track:0qrak3LOoUwG3LJxQVjgqI,0.0205,https://api.spotify.com/v1/audio-analysis/0qrak3LOoUwG3LJxQVjgqI,0.631,458980,0.827,0qrak3LOoUwG3LJxQVjgqI,0.861,7,0.103,-6.757,1,0.0356,122.024,4,https://api.spotify.com/v1/tracks/0qrak3LOoUwG3LJxQVjgqI,audio_features,spotify:track:0qrak3LOoUwG3LJxQVjgqI,0.323
72,Friends,Solomun,547244,False,https://api.spotify.com/v1/tracks/1IbNYr8ByXsgwGbmOxLBXP,1IbNYr8ByXsgwGbmOxLBXP,Friends,55,https://p.scdn.co/mp3-preview/4dcd9d5ab0d43441f291c9a2c1e70e150d0b3e39?cid=452833d434b043269289f61fa9bfbf09,1,track,spotify:track:1IbNYr8ByXsgwGbmOxLBXP,0.0068,https://api.spotify.com/v1/audio-analysis/1IbNYr8ByXsgwGbmOxLBXP,0.82,547244,0.505,1IbNYr8ByXsgwGbmOxLBXP,0.591,8,0.128,-9.832,1,0.0356,119.992,4,https://api.spotify.com/v1/tracks/1IbNYr8ByXsgwGbmOxLBXP,audio_features,spotify:track:1IbNYr8ByXsgwGbmOxLBXP,0.544
73,Hydrae,"Frankey, Sandrino",484930,False,https://api.spotify.com/v1/tracks/4ZWoFBwQyR3Ee9rkqNYt6X,4ZWoFBwQyR3Ee9rkqNYt6X,Hydrae,6,,1,track,spotify:track:4ZWoFBwQyR3Ee9rkqNYt6X,0.0662,https://api.spotify.com/v1/audio-analysis/4ZWoFBwQyR3Ee9rkqNYt6X,0.824,484930,0.547,4ZWoFBwQyR3Ee9rkqNYt6X,0.906,2,0.0732,-9.471,1,0.0559,119.011,4,https://api.spotify.com/v1/tracks/4ZWoFBwQyR3Ee9rkqNYt6X,audio_features,spotify:track:4ZWoFBwQyR3Ee9rkqNYt6X,0.238
74,Secrets & Lies,Fort Romeau,577345,False,https://api.spotify.com/v1/tracks/6xUWo0j2fFn4k4zg4qACJm,6xUWo0j2fFn4k4zg4qACJm,Secrets & Lies,39,https://p.scdn.co/mp3-preview/98ec269fb1cf3e6ef2a70e6e08dde9eb609f796a?cid=452833d434b043269289f61fa9bfbf09,3,track,spotify:track:6xUWo0j2fFn4k4zg4qACJm,0.00298,https://api.spotify.com/v1/audio-analysis/6xUWo0j2fFn4k4zg4qACJm,0.801,577345,0.554,6xUWo0j2fFn4k4zg4qACJm,0.773,8,0.0546,-8.036,1,0.0474,120.006,4,https://api.spotify.com/v1/tracks/6xUWo0j2fFn4k4zg4qACJm,audio_features,spotify:track:6xUWo0j2fFn4k4zg4qACJm,0.25
75,Tireless,Russ Chimes,270582,False,https://api.spotify.com/v1/tracks/54J2inxSsT45PPTCDJEaMr,54J2inxSsT45PPTCDJEaMr,Tireless,28,https://p.scdn.co/mp3-preview/78f064ad55e971175cb41c5eb4dd1ce2e6d44a66?cid=452833d434b043269289f61fa9bfbf09,1,track,spotify:track:54J2inxSsT45PPTCDJEaMr,0.00983,https://api.spotify.com/v1/audio-analysis/54J2inxSsT45PPTCDJEaMr,0.523,270582,0.751,54J2inxSsT45PPTCDJEaMr,0.8,6,0.334,-10.257,0,0.0357,117.985,4,https://api.spotify.com/v1/tracks/54J2inxSsT45PPTCDJEaMr,audio_features,spotify:track:54J2inxSsT45PPTCDJEaMr,0.0683
